index,grantee,pilot state owned real property_fy 2017,pilot state owned real property_gov rec original fy 18,pilot state owned real property_gov rec original fy 19,pilot state owned real property_gov rec revised fy 18,pilot state owned real property_gov rec revised fy 19,pilot state owned real property,pilot colleges hospitals_fy 2017,pilot colleges hospitals_gov rec original fy 18,pilot colleges hospitals_gov rec original fy 19,pilot colleges hospitals_gov rec revised fy 18,pilot colleges hospitals_gov rec revised fy 19,pilot colleges hospitals,mashantucket pequot and mohegan fund grant_fy 2017 ,mashantucket pequot and mohegan fund grant_gov rec original fy 18,mashantucket pequot and mohegan fund grant_gov rec original fy 19,mashantucket pequot and mohegan fund grant_gov rec revised fy 18,mashantucket pequot and mohegan fund grant_gov rec revised fy 19,mashantucket pequot and mohegan fund grant,town aid road grant_fy 2017,town aid road grant_gov rec original fy 18,town aid road grant_gov rec original fy 19,town aid road grant_gov rec revised fy 18,town aid road grant_gov rec revised fy 19,town aid road grant,local capital improvement locip _fy 2017,local capital improvement locip _gov rec original fy 18,local capital improvement locip _gov rec original fy 19,local capital improvement locip _gov rec revised fy 18,local capital improvement locip _gov rec revised fy 19,local capital improvement locip _30000000 0,local capital improvement locip ,local capital improvement locip ,adult education _fy 2017,adult education _gov rec original fy 18,adult education _gov rec original fy 19,adult education _gov rec revised fy 18,adult education _gov rec revised fy 19,adult education ,education cost sharing _fy 2017,education cost sharing _gov rec original fy 18,education cost sharing _gov rec original fy 19,education cost sharing _gov rec revised fy 18,education cost sharing _gov rec revised fy 19,education cost sharing _fy 18 ct mirror,education cost sharing ,special education_fy 2017,special education_gov rec original fy 18,special education_gov rec original fy 19,special education_gov rec revised fy 18,special education_gov rec revised fy 19,special education,grants for municipal projects_fy 2017,grants for municipal projects_gov rec original fy 18,grants for municipal projects_gov rec original fy 19,grants for municipal projects_gov rec revised fy 18,grants for municipal projects_gov rec revised fy 19,grants for municipal projects,mrsf municipal revenue sharing grant_fy 2017,mrsf municipal revenue sharing grant_gov rec original fy 18,mrsf municipal revenue sharing grant_gov rec original fy 19,mrsf municipal revenue sharing grant_gov rec revised fy 18,mrsf municipal revenue sharing grant_gov rec revised fy 19,mrsf municipal revenue sharing grant,mrsf additional payment in lieu of taxes _fy 2017,mrsf additional payment in lieu of taxes _gov rec original fy 18,mrsf additional payment in lieu of taxes _gov rec original fy 19,mrsf additional payment in lieu of taxes _gov rec revised fy 18,mrsf additional payment in lieu of taxes _gov rec revised fy 19,mrsf additional payment in lieu of taxes ,mrsf motor vehicle property tax grants_fy 2017,mrsf motor vehicle property tax grants_gov rec original fy 18,mrsf motor vehicle property tax grants_gov rec original fy 19,mrsf motor vehicle property tax grants_gov rec revised fy 18,mrsf motor vehicle property tax grants_gov rec revised fy 19,mrsf motor vehicle property tax grants,mrsf urban stabilization grants_fy 2017,mrsf urban stabilization grants_gov rec original fy 18,mrsf urban stabilization grants_gov rec original fy 19,mrsf urban stabilization grants_gov rec revised fy 18,mrsf urban stabilization grants_gov rec revised fy 19,mrsf urban stabilization grants,total statutory formula aid _fy 2017,total statutory formula aid _gov rec original fy 18,total statutory formula aid _gov rec original fy 19,total statutory formula aid _gov rec revised fy 18,total statutory formula aid _gov rec revised fy 19,total statutory formula aid ,less reimbursement from towns for teachers retirement_fy 2017,less reimbursement from towns for teachers retirement_gov rec original fy 18,less reimbursement from towns for teachers retirement_gov rec original fy 19,less reimbursement from towns for teachers retirement_gov rec revised fy 18,less reimbursement from towns for teachers retirement_gov rec revised fy 19,less reimbursement from towns for teachers retirement,local property tax revenue on hospital real property _fy 2017,local property tax revenue on hospital real property _gov rec original fy 18,local property tax revenue on hospital real property _gov rec original fy 19,local property tax revenue on hospital real property _gov rec revised fy 18,local property tax revenue on hospital real property _gov rec revised fy 19,local property tax revenue on hospital real property ,cumulative total_fy 2017,cumulative total_gov rec original fy 18,cumulative total_gov rec original fy 19,cumulative total_gov rec revised fy 18,cumulative total_gov rec revised fy 19,cumulative total,cumulative total_diff fy 18 gov rec vs gov rec ii,cumulative total_diff fy 19 gov rec vs comm,cumulative total,cumulative total_diff fy 18 gov rec vs fy 17,cumulative total
61,Groton,833258.0,676626.38,676626.38,0.0,0.0,,37634.0,0.0,0.0,0.0,0.0,,881831.28,1337797.3,1337797.3,0.0,0.0,,381015.52,381015.52,381015.52,381015.52,381015.52,,0.0,392465.0,249750.0,392465.0,249750.0,0.00713573791146,214072.137344,,105903.0,102334.0,102334.0,102334.0,102334.0,,25040045.0,10047465.0,10047465.0,7766814.0,7766814.0,24979043.0,,1241233.0,6764621.0,6764621.0,6126487.0,6126487.0,,1240818.63186,0.0,0.0,0.0,0.0,,433177.0,623548.0,623548.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,28953682.4319,20325872.2,20183157.2,14769115.52,14626400.52,,0.0,-3970189.77999,-4099221.12475,-3895748.04354,-3895748.04354,,0.0,120999.417,120999.417,120999.417,120999.417,,28953682.4319,16476681.837,16204935.4923,10994366.8935,10851651.8935,,-5482314.94355,-5353283.5988,,-17959315.5384,
62,Guilford,0.0,12865.27,12865.27,0.0,0.0,,0.0,10711.0,10711.0,0.0,0.0,,17210.16,25667.53,25667.53,0.0,0.0,,360792.62,360792.62,360792.62,360792.62,360792.62,,0.0,252822.0,160886.0,252822.0,160886.0,0.00459677048973,137903.114692,,8416.0,9952.0,9952.0,9952.0,9952.0,,2740394.0,0.0,0.0,0.0,0.0,2671552.0,,1159657.0,1282439.0,1282439.0,0.0,0.0,,64847.5284569,0.0,0.0,0.0,0.0,,456863.0,657644.0,657644.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3648523.30846,2612893.42,2520957.42,623566.62,531630.62,,0.0,-2865341.67591,-2958465.40805,-2811616.03011,-2811616.03011,,0.0,0.0,0.0,0.0,0.0,,3648523.30846,-252448.25591,-437507.988053,-2188049.41011,-2279985.41011,,-1935601.1542,-1842477.42206,,-5836572.71857,
63,Haddam,21098.0,40753.03,40753.03,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15737.04,22841.71,22841.71,0.0,0.0,,246062.34,246062.34,246062.34,246062.34,246062.34,,0.0,135008.0,85914.0,135008.0,85914.0,0.00245469456882,73640.8370645,,0.0,0.0,0.0,0.0,0.0,,1971482.0,1351362.0,1351362.0,597243.0,597243.0,2031814.0,,442554.0,792206.0,792206.0,0.0,0.0,,3554.49814936,0.0,0.0,0.0,0.0,,170440.0,245344.0,245344.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2428373.87815,2833577.08,2784483.08,978313.34,929219.34,,0.0,-1102026.33321,-1137842.23815,-1081363.15125,-1081363.15125,,0.0,0.0,0.0,0.0,0.0,,2428373.87815,1731550.74679,1646640.84185,-103049.811248,-152143.811248,,-1834600.55804,-1798784.6531,,-2531423.6894,
64,Hamden,708944.0,794892.57,794892.57,794892.57,794892.57,,2833043.0,1961188.0,1961188.0,1961188.0,1961188.0,,591449.1,887622.06,887622.06,0.0,0.0,,672056.97,672056.97,672056.97,672056.97,672056.97,,0.0,795619.0,506303.0,795619.0,506303.0,0.0144658215672,433974.647017,,293153.0,289696.0,289696.0,289696.0,289696.0,,26945481.0,28195040.0,28195040.0,27325556.0,27325556.0,27253659.0,,1745245.0,13627678.0,13627678.0,15426962.0,15426962.0,,286689.467697,0.0,0.0,0.0,0.0,,4491337.0,2155661.0,2155661.0,0.0,0.0,,593967.0,620903.0,620903.0,0.0,0.0,,0.0,2826268.58488,2826268.58488,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,37416120.5377,52826625.1849,52537309.1849,47265970.54,46976654.54,,0.0,-4812508.70688,-4968915.45429,-4722273.34669,-4722273.34669,,0.0,0.0,0.0,0.0,0.0,,37416120.5377,48014116.478,47568393.7306,42543697.1933,42254381.1933,,-5470419.2847,-5314012.53728,,5127576.65561,
65,Hampton,20874.0,14784.12,14784.12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9215.58,13774.05,13774.05,0.0,0.0,,188177.72,188177.72,188177.72,188177.72,188177.72,,0.0,52605.0,33476.0,52605.0,33476.0,0.000956455971443,28693.6791433,,1589.0,1584.0,1584.0,1584.0,1584.0,,1312383.0,701115.0,701115.0,662724.0,662724.0,1282161.0,,28734.0,283910.0,283910.0,309889.0,309889.0,,0.0,0.0,0.0,0.0,0.0,,38070.0,54801.0,54801.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1570309.3,1310750.89,1291621.89,1214979.72,1195850.72,,0.0,-175822.280147,-181536.512086,-172525.582366,-172525.582366,,0.0,0.0,0.0,0.0,0.0,,1570309.3,1134928.60985,1110085.37791,1042454.13763,1023325.13763,,-92474.4722184,-86760.2402792,,-527855.162366,
66,Hartford,13560353.0,12189166.52,12189166.52,12189166.52,12189166.52,,23664027.0,5887469.0,5887469.0,5887469.0,5887469.0,,4133787.24,6386522.55,6386522.55,0.0,0.0,,1198977.64,1198977.64,1198977.64,1198977.64,1198977.64,,0.0,3546687.0,2256983.0,3546687.0,2256983.0,0.0644853143236,1934559.42971,,1819933.0,1909449.0,1909449.0,1909449.0,1909449.0,,200518244.0,161270142.0,161270142.0,178423614.0,178423614.0,200973927.0,,9241900.0,60617856.0,60617856.0,78680695.0,78680695.0,,1419161.29686,0.0,0.0,0.0,0.0,,13908437.0,1498643.0,1498643.0,0.0,0.0,,11883205.0,12422113.0,12422113.0,0.0,0.0,,0.0,14592641.5248,14592641.5248,0.0,0.0,,0.0,0.0,0.0,7080274.0,7080274.0,,272106125.177,281519667.235,280229963.235,288916332.16,287626628.16,,0.0,-17059239.1028,-17613665.1338,-16739375.456,-16739375.456,,0.0,57104963.0,57104963.0,57104963.0,57104963.0,,272106125.177,321565391.132,319721261.101,329281919.704,327992215.704,,7716528.57191,8270954.60289,,57175794.5271,
67,Hartland,87788.0,67284.59,67284.59,67284.59,67284.59,,0.0,0.0,0.0,0.0,0.0,,8046.06,12197.28,12197.28,0.0,0.0,,142958.69,142958.69,142958.69,142958.69,142958.69,,0.0,35033.0,22293.0,35033.0,22293.0,0.00063696458602,19108.9375806,,1869.0,1812.0,1812.0,1812.0,1812.0,,1327652.0,475173.0,475173.0,334632.0,334632.0,1302840.0,,75929.0,341764.0,341764.0,288863.0,288863.0,,954.812844189,0.0,0.0,0.0,0.0,,27964.0,40254.0,40254.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1597232.56284,1116476.56,1103736.56,870583.28,857843.28,,0.0,-192298.476736,-198548.185799,-188692.847455,-188692.847455,,0.0,0.0,0.0,0.0,0.0,,1597232.56284,924178.083264,905188.374201,681890.432545,669150.432545,,-242287.650718,-236037.941656,,-915342.130299,
68,Harwinton,0.0,7042.85,7042.85,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12295.14,18234.66,18234.66,0.0,0.0,,227324.48,227324.48,227324.48,227324.48,227324.48,,0.0,91677.0,58340.0,91677.0,58340.0,0.00166685703059,50005.7109176,,0.0,0.0,0.0,0.0,0.0,,2708774.0,1264912.0,1264912.0,819329.0,819329.0,2744966.0,,554758.0,647409.0,647409.0,274216.0,274216.0,,21505.6175797,0.0,0.0,0.0,0.0,,113987.0,164081.0,164081.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3083886.23758,2420680.99,2387343.99,1412546.48,1379209.48,,0.0,-658967.16905,-680383.631407,-646611.422085,-646611.422085,,0.0,0.0,0.0,0.0,0.0,,3083886.23758,1761713.82095,1706960.35859,765935.057915,732598.057915,,-995778.763035,-974362.300678,,-2317951.17966,
69,Hebron,0.0,9171.52,9171.52,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18769.08,28524.78,28524.78,0.0,0.0,,241020.92,241020.92,241020.92,241020.92,241020.92,,0.0,129856.0,82636.0,129856.0,82636.0,0.00236102170189,70830.6510566,,0.0,0.0,0.0,0.0,0.0,,6875123.0,4093767.0,4093767.0,3384075.0,3384075.0,6931963.0,,321667.0,1552473.0,1552473.0,1252267.0,1252267.0,,2215.84628874,0.0,0.0,0.0,0.0,,208666.0,1300369.0,1300369.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,299819.802797,299819.802797,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7345794.84629,7655002.0228,7607782.0228,5007218.92,4959998.92,,0.0,-1362129.43559,-1406398.70294,-1336589.27604,-1336589.27604,,0.0,0.0,0.0,0.0,0.0,,7345794.84629,6292872.58721,6201383.31985,3670629.64396,3623409.64396,,-2622242.94324,-2577973.67589,,-3675165.20232,
70,Kent,35287.0,34648.81,34648.81,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5990.82,8957.4,8957.4,0.0,0.0,,284618.66,284618.66,284618.66,284618.66,284618.66,,0.0,76778.0,48858.0,76778.0,48858.0,0.00139596571762,41878.9715286,,0.0,0.0,0.0,0.0,0.0,,25634.0,1754.0,1754.0,1754.0,1754.0,49142.0,,106653.0,140349.0,140349.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,26808.0,38590.0,38590.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,378338.48,585695.87,557775.87,363150.66,335230.66,,0.0,-309444.445104,-319501.403358,-303642.308908,-303642.308908,,0.0,0.0,0.0,0.0,0.0,,378338.48,276251.424896,238274.466642,59508.3510923,31588.3510923,,-216743.073804,-206686.11555,,-318830.128908,
71,Killingly,179430.0,179104.48,179104.48,179104.48,179104.48,,0.0,0.0,0.0,0.0,0.0,,95995.02,139383.9,139383.9,0.0,0.0,,361986.21,361986.21,361986.21,361986.21,361986.21,,0.0,258571.0,164545.0,258571.0,164545.0,0.0047012979183,141038.937549,,106250.0,105609.0,105609.0,105609.0,105609.0,,15574402.0,10564961.0,10564961.0,10266012.0,10266012.0,15666750.0,,1126746.0,6678773.0,6678773.0,7975789.0,7975789.0,,706716.741532,0.0,0.0,0.0,0.0,,351213.0,505562.0,505562.0,0.0,0.0,,44593.0,46615.0,46615.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17420585.9715,18840565.59,18746539.59,19147071.69,19053045.69,,0.0,-1752217.62051,-1809164.77125,-1719363.24086,-1719363.24086,,0.0,0.0,0.0,0.0,0.0,,17420585.9715,17088347.9695,16937374.8187,17427708.4491,17333682.4491,,339360.479647,396307.63039,,7122.47760482,
72,Killingworth,62170.0,62904.0,62904.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10025.4,15241.25,15241.25,0.0,0.0,,251652.43,251652.43,251652.43,251652.43,251652.43,,0.0,97988.0,62356.0,97988.0,62356.0,0.00178160265621,53448.0796862,,0.0,0.0,0.0,0.0,0.0,,2173420.0,383665.0,383665.0,88300.0,88300.0,2216011.0,,304121.0,544399.0,544399.0,0.0,0.0,,5148.33384361,0.0,0.0,0.0,0.0,,85270.0,122744.0,122744.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2587686.16384,1478593.68,1442961.68,437940.43,402308.43,,0.0,-757421.635768,-782037.872681,-743219.850737,-743219.850737,,0.0,0.0,0.0,0.0,0.0,,2587686.16384,721172.044232,660923.807319,-305279.420737,-340911.420737,,-1026451.46497,-1001835.22806,,-2892965.58458,
73,Lebanon,3431.0,17759.7,17759.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21829.5,32377.36,32377.36,0.0,0.0,,318013.61,318013.61,318013.61,318013.61,318013.61,,0.0,131442.0,83645.0,131442.0,83645.0,0.00238985810852,71695.7432555,,7880.0,7710.0,7710.0,7710.0,7710.0,,5410404.0,2594737.0,2594737.0,2182519.0,2182519.0,5394572.0,,456602.0,1740793.0,1740793.0,1675324.0,1675324.0,,30427.4823632,0.0,0.0,0.0,0.0,,149163.0,214717.0,214717.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5941148.59236,5057549.67,5009752.67,4315008.61,4267211.61,,0.0,-851915.41722,-879602.70624,-835941.857648,-835941.857648,,0.0,0.0,0.0,0.0,0.0,,5941148.59236,4205634.25278,4130149.96376,3479066.75235,3431269.75235,,-726567.500428,-698880.211408,,-2462081.84001,
74,Ledyard,589458.0,454957.72,454957.72,454957.72,454957.72,,0.0,0.0,0.0,0.0,0.0,,579927.48,930801.44,930801.44,0.0,0.0,,296401.51,296401.51,296401.51,296401.51,296401.51,,0.0,206035.0,131113.0,206035.0,131113.0,0.00374609649418,112382.894825,,22462.0,21434.0,21434.0,21434.0,21434.0,,11977384.0,8115138.0,8115138.0,7329492.0,7329492.0,12063478.0,,1004862.0,4110836.0,4110836.0,4229211.0,4229211.0,,421085.223479,0.0,0.0,0.0,0.0,,307619.0,442811.0,442811.0,0.0,0.0,,2881.0,3012.0,3012.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14197218.2135,14581426.67,14506504.67,12537531.23,12462609.23,,0.0,-1913288.96829,-1975470.94501,-1877414.47336,-1877414.47336,,0.0,0.0,0.0,0.0,0.0,,14197218.2135,12668137.7017,12531033.725,10660116.7566,10585194.7566,,-2008020.94507,-1945838.96835,,-3537101.45684,
75,Lisbon,130.0,4593.81,4593.81,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15613.62,22716.19,22716.19,0.0,0.0,,179980.27,179980.27,179980.27,179980.27,179980.27,,0.0,52954.0,33698.0,52954.0,33698.0,0.000962801435449,28884.0430635,,9838.0,11442.0,11442.0,11442.0,11442.0,,3518715.0,1319543.0,1319543.0,1063517.0,1063517.0,3363436.0,,121582.0,778463.0,778463.0,619453.0,619453.0,,3683.15333215,0.0,0.0,0.0,0.0,,45413.0,65371.0,65371.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3773373.04333,2435063.27,2415807.27,1927346.27,1908090.27,,0.0,-429293.348824,-443245.401789,-421244.025214,-421244.025214,,0.0,0.0,0.0,0.0,0.0,,3773373.04333,2005769.92118,1972561.86821,1506102.24479,1486846.24479,,-499667.67639,-485715.623425,,-2267270.79855,
76,Litchfield,24449.0,55815.0,55815.0,55815.0,55815.0,,0.0,0.0,0.0,0.0,0.0,,12058.2,17969.74,17969.74,0.0,0.0,,383651.64,383651.64,383651.64,383651.64,383651.64,,0.0,150280.0,95632.0,150280.0,95632.0,0.00273236771008,81971.0313023,,1271.0,1195.0,1195.0,1195.0,1195.0,,1446598.0,0.0,0.0,0.0,0.0,1505894.0,,168771.0,456151.0,456151.0,0.0,0.0,,3432.22256241,0.0,0.0,0.0,0.0,,169828.0,244464.0,244464.0,0.0,0.0,,13303.0,13907.0,13907.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2054591.06256,1323433.38,1268785.38,590941.64,536293.64,,0.0,-900232.357104,-929489.948823,-883352.846657,-883352.846657,,0.0,0.0,0.0,0.0,0.0,,2054591.06256,423201.022896,339295.431177,-292411.206657,-347059.206657,,-715612.229553,-686354.637834,,-2347002.26922,
77,Lyme,0.0,10859.58,10859.58,0.0,0.0,,0.0,115.0,115.0,0.0,0.0,,5506.38,8285.61,8285.61,0.0,0.0,,180020.06,180020.06,180020.06,180020.06,180020.06,,0.0,47237.0,30060.0,47237.0,30060.0,0.000858855825931,25765.6747779,,0.0,0.0,0.0,0.0,0.0,,63069.0,28000.0,28000.0,28000.0,28000.0,82929.0,,57284.0,72299.0,72299.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21862.0,31470.0,31470.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,270457.44,378286.25,361109.25,255257.06,238080.06,,0.0,-288525.789709,-297902.890731,-283115.881874,-283115.881874,,0.0,0.0,0.0,0.0,0.0,,270457.44,89760.4602913,63206.3592694,-27858.8218741,-45035.8218741,,-117619.282165,-108242.181144,,-298316.261874,
78,Madison,368911.0,389124.74,389124.74,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12847.56,19019.52,19019.52,0.0,0.0,,313304.66,313304.66,313304.66,313304.66,313304.66,,0.0,201626.0,128307.0,201626.0,128307.0,0.0036659327383,109977.982149,,6941.0,7501.0,7501.0,7501.0,7501.0,,446496.0,0.0,0.0,0.0,0.0,560260.0,,896535.0,807883.0,807883.0,0.0,0.0,,6795.33283654,0.0,0.0,0.0,0.0,,372897.0,536777.0,536777.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1528192.55284,2275235.92,2201916.92,522431.66,449112.66,,0.0,-2602739.37441,-2687328.52005,-2553937.56662,-2553937.56662,,0.0,0.0,0.0,0.0,0.0,,1528192.55284,-327503.45441,-485411.600053,-2031505.90662,-2104824.90662,,-1704002.45221,-1619413.30656,,-3559698.45945,
79,Manchester,555314.0,513351.58,513351.58,0.0,0.0,,810890.0,0.0,0.0,0.0,0.0,,376741.2,565397.42,565397.42,0.0,0.0,,643948.59,643948.59,643948.59,643948.59,643948.59,,0.0,785275.0,499720.0,785275.0,499720.0,0.0142777485596,428332.456787,,631257.0,639112.0,639112.0,639112.0,639112.0,,34440424.0,32860318.0,32860318.0,32103562.0,32103562.0,34751205.0,,1213753.0,10025415.0,10025415.0,11288866.0,11288866.0,,1072449.4017,0.0,0.0,0.0,0.0,,1972491.0,1971540.0,1971540.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,3094791.43934,3094791.43934,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,40503515.1917,51099149.0293,50813594.0293,45460763.59,45175208.59,,0.0,-5081279.259,-5246421.06133,-4986004.40506,-4986004.40506,,0.0,2842337.92,2842337.92,0.0,0.0,,40503515.1917,48860207.6903,48409510.888,40474759.1849,40189204.1849,,-8385448.5054,-8220306.70307,,-28756.0067564,
80,Mansfield,7131699.0,6676327.44,6676327.44,6676327.44,6676327.44,,0.0,0.0,0.0,0.0,0.0,,135297.36,215417.77,215417.77,0.0,0.0,,418224.8,418224.8,418224.8,418224.8,418224.8,,0.0,357699.0,227627.0,357699.0,227627.0,0.00650362787814,195108.836344,,0.0,0.0,0.0,0.0,0.0,,9947410.0,6224056.0,6224056.0,5640398.0,5640398.0,10060487.0,,362418.0,2918758.0,2918758.0,3601566.0,3601566.0,,6841.0532734,0.0,0.0,0.0,0.0,,525280.0,756128.0,756128.0,0.0,0.0,,2516331.0,2630447.0,2630447.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,20681083.2133,20197058.01,20066986.01,16694215.24,16564143.24,,0.0,-1662703.52873,-1716741.4675,-1631527.55359,-1631527.55359,,0.0,39027.0,39027.0,39027.0,39027.0,,20681083.2133,18573381.4813,18389271.5425,15101714.6864,14971642.6864,,-3471666.79486,-3417628.85609,,-5579368.52686,
81,Marlborough,0.0,17736.02,17736.02,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12237.06,18731.74,18731.74,0.0,0.0,,212270.81,212270.81,212270.81,212270.81,212270.81,,0.0,94138.0,59906.0,94138.0,59906.0,0.00171160255184,51348.0765553,,0.0,0.0,0.0,0.0,0.0,,3154015.0,1849972.0,1849972.0,1284242.0,1284242.0,3195899.0,,150386.0,759408.0,759408.0,527922.0,527922.0,,7313.14336563,0.0,0.0,0.0,0.0,,131065.0,188665.0,188665.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3516901.01337,3140921.57,3106689.57,2118572.81,2084340.81,,0.0,-840958.551921,-868289.742331,-825190.435445,-825190.435445,,0.0,0.0,0.0,0.0,0.0,,3516901.01337,2299963.01808,2238399.82767,1293382.37456,1259150.37456,,-1006580.64352,-979249.453114,,-2223518.63881,
82,Meriden,192354.0,309997.36,309997.36,309997.0,309997.0,,1175795.0,0.0,0.0,0.0,0.0,,571253.1,857313.12,857313.12,0.0,0.0,,665433.68,665433.68,665433.68,665433.68,665433.68,,0.0,963777.0,613313.0,963777.0,613313.0,0.0175232443074,525697.329221,,973216.0,944322.0,944322.0,944322.0,944322.0,,60258395.0,50848590.0,50848590.0,53222565.0,53222565.0,60568126.0,,2515079.0,14414021.0,14414021.0,18175673.0,18175673.0,,893641.026203,0.0,0.0,0.0,0.0,,1315347.0,1893412.0,1893412.0,0.0,0.0,,248303.0,259564.0,259564.0,0.0,0.0,,0.0,1245476.98739,1245476.98739,0.0,0.0,,0.0,0.0,0.0,2672337.0,2672337.0,,66293737.8062,72401907.1474,72051443.1474,76954104.68,76603640.68,,0.0,-5842301.15889,-6032176.20688,-5732757.01435,-5732757.01435,,0.0,3977790.58221,3977790.58221,3977790.58221,3977790.58221,,66293737.8062,70537396.5707,69997057.5227,75199138.2479,74848674.2479,,4661741.67715,4851616.72514,,8905400.44166,
83,Middlebury,0.0,35847.97,35847.97,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10375.86,15885.5,15885.5,0.0,0.0,,222972.93,222972.93,222972.93,222972.93,222972.93,,0.0,101849.0,64813.0,101849.0,64813.0,0.00185180276087,55554.0828261,,0.0,0.0,0.0,0.0,0.0,,855086.0,121400.0,121400.0,121400.0,121400.0,912580.0,,517556.0,986640.0,986640.0,0.0,0.0,,84263.8283987,0.0,0.0,0.0,0.0,,154299.0,222109.0,222109.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1326997.6184,1706704.4,1669668.4,446221.93,409185.93,,0.0,-1029866.56499,-1063337.27425,-1010556.39101,-1010556.39101,,0.0,0.0,0.0,0.0,0.0,,1326997.6184,676837.835006,606331.125754,-564334.461009,-601370.461009,,-1241172.29601,-1207701.58676,,-1891332.07941,
84,Middlefield,33.0,5901.07,5901.07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11441.76,17261.04,17261.04,0.0,0.0,,197378.2,197378.2,197378.2,197378.2,197378.2,,0.0,58446.0,37193.0,58446.0,37193.0,0.00106265612978,31879.6838933,,0.0,0.0,0.0,0.0,0.0,,2099315.0,1210484.0,1210484.0,902570.0,902570.0,2126865.0,,112093.0,570311.0,570311.0,178173.0,178173.0,,248652.190761,0.0,0.0,0.0,0.0,,91372.0,131529.0,131529.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,71729.5160377,71729.5160377,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2648192.15076,2263039.82604,2241786.82604,1336567.2,1315314.2,,0.0,-551369.877764,-569289.42336,-541031.598388,-541031.598388,,0.0,0.0,0.0,0.0,0.0,,2648192.15076,1711669.94827,1672497.40268,795535.601612,774282.601612,,-916134.346661,-898214.801065,,-1852656.54915,
